,property_type
8606,apartment
8607,apartment
8608,apartment
8609,apartment
8610,apartment
8611,apartment
8612,apartment
8613,apartment
8614,apartment
8615,house
8616,apartment
8617,apartment
8618,apartment
8619,apartment
8620,apartment
8621,apartment
8622,apartment
8623,apartment
8624,house
8625,apartment
8626,apartment
8627,apartment
8628,house
8629,apartment
8630,apartment
8631,apartment
8632,apartment
8633,house
8634,apartment
8635,apartment
8636,apartment
8637,apartment
8638,apartment
8639,apartment
8640,apartment
8641,apartment
8642,apartment
8643,apartment
8644,apartment
8645,house
8646,apartment
8647,apartment
8648,apartment
8649,apartment
8650,apartment
8651,apartment
8652,apartment
8653,apartment
8654,apartment
8655,apartment
8656,apartment
8657,apartment
8658,apartment
8659,apartment
8660,apartment
8661,house
8662,apartment
8663,apartment
8664,apartment
8665,apartment
8666,apartment
8667,apartment
8668,house
8669,apartment
8670,apartment
8671,apartment
8672,apartment
8673,apartment
8674,apartment
8675,apartment
8676,apartment
8677,apartment
8678,house
8679,apartment
8680,apartment
8681,apartment
8682,house
8683,apartment
8684,apartment
8685,apartment
8686,apartment
8687,apartment
8688,apartment
8689,apartment
8690,apartment
8691,apartment
8692,apartment
8693,apartment
8694,apartment
8695,apartment
8696,apartment
8697,apartment
8698,apartment
8699,apartment
8700,apartment
8701,apartment
8702,house
8703,apartment
8704,apartment
8705,apartment
8706,apartment
8707,apartment
8708,apartment
8709,apartment
8710,apartment
8711,apartment
8712,apartment
8713,apartment
8714,apartment
8715,apartment
8716,apartment
8717,apartment
8718,apartment
8719,apartment
8720,apartment
8721,apartment
8722,apartment
8723,apartment
8724,house
8725,apartment
8726,apartment
8727,apartment
8728,apartment
8729,apartment
8730,apartment
8731,apartment
8732,house
8733,apartment
8734,apartment
8735,apartment
8736,apartment
8737,apartment
8738,apartment
8739,apartment
8740,apartment
8741,apartment
8742,apartment
8743,apartment
8744,apartment
8745,apartment
8746,apartment
8747,apartment
8748,apartment
8749,apartment
8750,apartment
8751,apartment
8752,apartment
8753,apartment
8754,house
8755,apartment
8756,apartment
8757,apartment
8758,apartment
8759,apartment
8760,apartment
8761,apartment
8762,apartment
8763,apartment
8764,apartment
8765,apartment
8766,apartment
8767,apartment
8768,apartment
8769,house
8770,apartment
8771,apartment
8772,apartment
8773,apartment
8774,apartment
8775,apartment
8776,apartment
8777,apartment
8778,apartment
8779,apartment
8780,house
8781,apartment
8782,apartment
8783,apartment
8784,apartment
8785,apartment
8786,apartment
8787,apartment
8788,apartment
8789,apartment
8790,apartment
8791,apartment
8792,apartment
8793,apartment
8794,apartment
8795,apartment
8796,apartment
8797,apartment
8798,apartment
8799,apartment
8800,apartment
8801,apartment
8802,apartment
8803,apartment
8804,apartment
8805,apartment
8806,apartment
8807,apartment
8808,apartment
8809,apartment
8810,apartment
8811,apartment
8812,apartment
8813,apartment
8814,apartment
8815,apartment
8816,apartment
8817,apartment
8818,apartment
8819,house
8820,apartment
8821,apartment
8822,apartment
8823,apartment
8824,apartment
8825,apartment
8826,apartment
8827,apartment
8828,apartment
8829,apartment
8830,apartment
8831,apartment
8832,apartment
8833,apartment
8834,apartment
8835,apartment
8836,apartment
8837,apartment
8838,apartment
8839,apartment
8840,apartment
8841,apartment
8842,apartment
8843,apartment
8844,apartment
8845,apartment
8846,apartment
8847,apartment
8848,apartment
8849,apartment
8850,apartment
8851,apartment
8852,apartment
8853,apartment
8854,apartment
8855,apartment
8856,apartment
8857,apartment
8858,apartment
8859,apartment
8860,apartment
8861,apartment
8862,apartment
8863,apartment
8864,apartment
8865,apartment
8866,house
8867,apartment
8868,apartment
8869,house
8870,house
8871,apartment
8872,apartment
8873,apartment
8874,apartment
8875,apartment
8876,apartment
8877,apartment
8878,apartment
8879,apartment
8880,apartment
8881,apartment
8882,apartment
8883,apartment
8884,apartment
8885,apartment
8886,house
8887,apartment
8888,apartment
8889,apartment
8890,apartment
8891,apartment
8892,apartment
8893,apartment
8894,apartment
8895,apartment
8896,apartment
8897,apartment
8898,apartment
8899,apartment
8900,apartment
8901,apartment
8902,apartment
8903,apartment
8904,apartment
8905,apartment
8906,apartment
8907,apartment
8908,apartment
8909,house
8910,apartment
8911,apartment
8912,apartment
8913,apartment
8914,apartment
8915,apartment
8916,apartment
8917,apartment
8918,apartment
8919,apartment
8920,apartment
8921,house
8922,apartment
8923,apartment
8924,apartment
8925,apartment
8926,apartment
8927,apartment
8928,apartment
8929,house
8930,apartment
8931,apartment
8932,apartment
8933,apartment
8934,apartment
8935,apartment
8936,apartment
8937,apartment
8938,apartment
8939,apartment
8940,apartment
8941,apartment
8942,apartment
8943,apartment
8944,apartment
8945,apartment
8946,apartment
8947,apartment
8948,apartment
8949,apartment
8950,apartment
8951,apartment
8952,apartment
8953,apartment
8954,apartment
8955,apartment
8956,apartment
8957,apartment
8958,apartment
8959,apartment
8960,apartment
8961,apartment
8962,apartment
8963,apartment
8964,apartment
8965,apartment
8966,apartment
8967,apartment
8968,apartment
8969,apartment
8970,apartment
8971,apartment
8972,apartment
8973,apartment
8974,apartment
8975,apartment
8976,apartment
8977,apartment
8978,house
8979,apartment
8980,apartment
8981,apartment
8982,apartment
8983,apartment
8984,house
8985,apartment
8986,apartment
8987,apartment
8988,apartment
8989,apartment
8990,house
8991,house
8992,apartment
8993,apartment
8994,apartment
8995,apartment
8996,apartment
8997,apartment
8998,apartment
8999,apartment
9000,apartment
9001,apartment
9002,apartment
9003,apartment
9004,apartment
9005,apartment
9006,apartment
9007,apartment
9008,apartment
9009,apartment
9010,apartment
9011,house
9012,apartment
9013,apartment
9014,house
9015,apartment
9016,apartment
9017,apartment
9018,apartment
9019,apartment
9020,apartment
9021,apartment
9022,apartment
9023,apartment
9024,apartment
9025,apartment
9026,apartment
9027,apartment
9028,apartment
9029,apartment
9030,apartment
9031,apartment
9032,apartment
9033,apartment
9034,apartment
9035,apartment
9036,apartment
9037,apartment
9038,apartment
9039,apartment
9040,apartment
9041,apartment
9042,apartment
9043,apartment
9044,apartment
9045,apartment
9046,apartment
9047,apartment
9048,apartment
9049,apartment
9050,apartment
9051,apartment
9052,apartment
9053,apartment
9054,apartment
9055,apartment
9056,apartment
9057,apartment
9058,apartment
9059,apartment
9060,apartment
9061,apartment
9062,apartment
9063,apartment
9064,apartment
9065,apartment
9066,apartment
9067,apartment
9068,apartment
9069,apartment
9070,apartment
9071,apartment
9072,apartment
9073,apartment
9074,apartment
9075,apartment
9076,apartment
9077,apartment
9078,apartment
9079,apartment
9080,apartment
9081,apartment
9082,apartment
9083,apartment
9084,apartment
9085,apartment
9086,apartment
9087,apartment
9088,apartment
9089,apartment
9090,apartment
9091,apartment
9092,apartment
9093,apartment
9094,apartment
9095,apartment
9096,apartment
9097,apartment
9098,apartment
9099,apartment
9100,apartment
9101,apartment
9102,apartment
9103,apartment
9104,apartment
9105,apartment
9106,apartment
9107,apartment
9108,apartment
9109,apartment
9110,apartment
9111,apartment
9112,apartment
9113,apartment
9114,apartment
9115,apartment
9116,apartment
9117,apartment
9118,house
9119,house
9120,apartment
9121,apartment
9122,apartment
9123,apartment
9124,apartment
9125,apartment
9126,apartment
9127,apartment
9128,apartment
9129,apartment
9130,apartment
9131,apartment
9132,apartment
9133,apartment
9134,apartment
9135,apartment
9136,house
9137,apartment
9138,apartment
9139,apartment
9140,apartment
9141,apartment
9142,apartment
9143,house
9144,house
9145,apartment
9146,apartment
9147,apartment
9148,apartment
9149,apartment
9150,apartment
9151,apartment
9152,apartment
9153,apartment
9154,house
9155,apartment
9156,apartment
9157,apartment
9158,apartment
9159,apartment
9160,house
9161,apartment
9162,apartment
9163,apartment
9164,apartment
9165,apartment
9166,apartment
9167,apartment
9168,apartment
9169,apartment
9170,apartment
9171,apartment
9172,apartment
9173,apartment
9174,apartment
9175,apartment
9176,apartment
9177,apartment
9178,apartment
9179,apartment
9180,apartment
9181,apartment
9182,apartment
9183,apartment
9184,apartment
9185,apartment
9186,apartment
9187,apartment
9188,apartment
9189,apartment
9190,apartment
9191,apartment
9192,apartment
9193,apartment
9194,apartment
9195,apartment
9196,apartment
9197,apartment
9198,apartment
9199,apartment
9200,house
9201,apartment
9202,house
9203,apartment
9204,apartment
9205,apartment
9206,house
9207,apartment
9208,apartment
9209,apartment
9210,apartment
9211,house
9212,apartment
9213,apartment
9214,apartment
9215,apartment
9216,apartment
9217,apartment
9218,house
9219,apartment
9220,apartment
9221,apartment
9222,apartment
9223,apartment
9224,apartment
9225,apartment
9226,apartment
9227,apartment
9228,apartment
9229,apartment
9230,apartment
9231,apartment
9232,apartment
9233,apartment
9234,apartment
9235,house
9236,apartment
9237,apartment
9238,apartment
9239,apartment
9240,apartment
9241,house
9242,apartment
9243,apartment
9244,apartment
9245,apartment
9246,apartment
9247,apartment
9248,apartment
9249,apartment
9250,apartment
9251,apartment
9252,house
9253,house
9254,house
9255,apartment
9256,apartment
9257,apartment
9258,apartment
9259,apartment
9260,apartment
9261,apartment
9262,apartment
9263,apartment
9264,apartment
9265,apartment
9266,apartment
9267,apartment
9268,apartment
9269,apartment
9270,apartment
9271,apartment
9272,apartment
9273,apartment
9274,apartment
9275,apartment
9276,apartment
9277,apartment
9278,apartment
9279,apartment
9280,apartment
9281,apartment
9282,apartment
9283,apartment
9284,apartment
9285,apartment
9286,apartment
9287,apartment
9288,apartment
9289,house
9290,apartment
9291,apartment
9292,apartment
9293,apartment
9294,apartment
9295,apartment
9296,apartment
9297,apartment
9298,apartment
9299,apartment
9300,apartment
9301,apartment
9302,apartment
9303,apartment
9304,apartment
9305,apartment
9306,apartment
9307,apartment
9308,apartment
9309,apartment
9310,apartment
9311,apartment
9312,apartment
9313,apartment
9314,apartment
9315,apartment
9316,apartment
9317,apartment
9318,apartment
9319,apartment
9320,apartment
9321,apartment
9322,apartment
9323,apartment
9324,apartment
9325,apartment
9326,house
9327,apartment
9328,house
9329,house
9330,apartment
9331,house
9332,apartment
9333,apartment
9334,apartment
9335,apartment
9336,apartment
9337,apartment
9338,apartment
9339,apartment
9340,apartment
9341,apartment
9342,apartment
9343,apartment
9344,apartment
9345,apartment
9346,apartment
9347,apartment
9348,apartment
9349,apartment
9350,apartment
9351,apartment
9352,apartment
9353,apartment
9354,apartment
9355,apartment
9356,house
9357,apartment
9358,apartment
9359,apartment
9360,apartment
9361,apartment
9362,apartment
9363,apartment
9364,apartment
9365,apartment
9366,apartment
9367,apartment
9368,apartment
9369,apartment
9370,apartment
9371,apartment
9372,house
9373,apartment
9374,apartment
9375,apartment
9376,apartment
9377,apartment
9378,house
9379,apartment
9380,apartment
9381,apartment
9382,apartment
9383,house
9384,apartment
9385,apartment
9386,apartment
9387,apartment
9388,apartment
9389,house
9390,house
9391,house
9392,apartment
9393,apartment
9394,apartment
9395,apartment
9396,apartment
9397,apartment
9398,apartment
9399,apartment
9400,apartment
9401,apartment
9402,apartment
9403,house
9404,apartment
9405,apartment
9406,apartment
9407,apartment
9408,apartment
9409,apartment
9410,apartment
9411,apartment
9412,apartment
9413,apartment
9414,apartment
9415,apartment
9416,apartment
9417,apartment
9418,apartment
9419,apartment
9420,apartment
9421,apartment
9422,apartment
9423,apartment
9424,apartment
9425,apartment
9426,apartment
9427,apartment
9428,apartment
9429,apartment
9430,apartment
9431,apartment
9432,apartment
9433,apartment
9434,apartment
9435,apartment
9436,apartment
9437,apartment
9438,apartment
9439,apartment
9440,house
9441,apartment
9442,house
9443,apartment
9444,apartment
9445,apartment
9446,apartment
9447,apartment
9448,apartment
9449,apartment
9450,apartment
9451,apartment
9452,apartment
9453,apartment
9454,apartment
9455,apartment
9456,apartment
9457,apartment
9458,apartment
9459,apartment
9460,house
9461,apartment
9462,apartment
9463,apartment
9464,apartment
9465,apartment
9466,house
9467,apartment
9468,apartment
9469,apartment
9470,apartment
9471,apartment
9472,house
9473,apartment
9474,apartment
9475,apartment
9476,apartment
9477,apartment
9478,apartment
9479,apartment
9480,apartment
9481,apartment
9482,apartment
9483,house
9484,apartment
9485,apartment
9486,apartment
9487,apartment
9488,apartment
9489,apartment
9490,apartment
9491,apartment
9492,apartment
9493,apartment
9494,apartment
9495,apartment
9496,apartment
9497,house
9498,house
9499,house
9500,house
9501,apartment
9502,house
9503,apartment
9504,house
9505,apartment
9506,house
9507,apartment
9508,apartment
9509,apartment
9510,apartment
9511,apartment
9512,apartment
9513,apartment
9514,apartment
9515,house
9516,house
9517,house
9518,house
9519,house
9520,apartment
9521,apartment
9522,apartment
9523,apartment
9524,house
9525,apartment
9526,apartment
9527,house
9528,house
9529,house
9530,house
9531,apartment
9532,apartment
9533,apartment
9534,apartment
9535,apartment
9536,apartment
9537,apartment
9538,apartment
9539,house
9540,house
9541,apartment
9542,apartment
9543,apartment
9544,house
9545,house
9546,apartment
9547,apartment
9548,apartment
9549,apartment
9550,apartment
9551,apartment
9552,apartment
9553,house
9554,apartment
9555,apartment
9556,apartment
9557,house
9558,house
9559,apartment
9560,apartment
9561,apartment
9562,apartment
9563,apartment
9564,house
9565,apartment
9566,apartment
9567,apartment
9568,apartment
9569,apartment
9570,apartment
9571,house
9572,apartment
9573,house
9574,house
9575,apartment
9576,apartment
9577,apartment
9578,apartment
9579,apartment
9580,apartment
9581,apartment
9582,apartment
9583,house
9584,apartment
9585,apartment
9586,house
9587,apartment
9588,apartment
9589,apartment
9590,apartment
9591,apartment
9592,apartment
9593,house
9594,house
9595,apartment
9596,apartment
9597,apartment
9598,apartment
9599,apartment
9600,apartment
9601,apartment
9602,apartment
9603,apartment
9604,apartment
9605,apartment
9606,apartment
9607,house
9608,apartment
9609,apartment
9610,apartment
9611,apartment
9612,house
9613,apartment
9614,house
9615,apartment
9616,apartment
9617,apartment
9618,apartment
9619,house
9620,apartment
9621,apartment
9622,apartment
9623,house
9624,house
9625,apartment
9626,apartment
9627,apartment
9628,apartment
9629,apartment
9630,apartment
9631,house
9632,house
